2009-04-24 22:31:11 Debug: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [CORE\cake\libs\debugger.php, line 556]
2009-04-24 22:42:02 Debug: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [CORE\cake\libs\debugger.php, line 556]
2009-04-24 22:42:25 Debug: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [CORE\cake\libs\debugger.php, line 556]
2009-04-24 23:03:28 Debug: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [CORE\cake\libs\debugger.php, line 556]
2009-04-24 23:16:09 Debug: Notice (1024): Please change the value of 'Security.salt' in app/config/core.php to a salt value specific to your application in [CORE\cake\libs\debugger.php, line 556]
2009-04-25 00:18:40 Debug: Notice (8): Undefined property: UsersController::$User in [APP\controllers\users_controller.php, line 35]
2009-04-25 00:19:28 Debug: Notice (8): Undefined property: UsersController::$Password in [APP\controllers\users_controller.php, line 37]
2009-04-25 00:20:24 Debug: Notice (8): Undefined property: UsersController::$User in [APP\controllers\users_controller.php, line 36]
2009-04-25 00:24:32 Debug: Notice (8): Undefined property: UsersController::$User in [APP\controllers\users_controller.php, line 35]
2009-04-25 00:26:16 Debug: Notice (8): Undefined property: stdClass::$alias in [CORE\cake\libs\controller\controller.php, line 977]
2009-04-25 00:26:46 Debug: Notice (8): Undefined property: stdClass::$alias in [CORE\cake\libs\controller\controller.php, line 977]
2009-04-25 00:30:23 Debug: Notice (8): Undefined property: stdClass::$alias in [CORE\cake\libs\controller\controller.php, line 977]
2009-04-25 00:31:11 Debug: Notice (8): Undefined property: stdClass::$alias in [CORE\cake\libs\controller\controller.php, line 977]
2009-04-25 00:33:58 Debug: Notice (8): Undefined property: stdClass::$alias in [CORE\cake\libs\controller\controller.php, line 977]
2009-04-25 00:34:13 Debug: Notice (8): Undefined property: stdClass::$alias in [CORE\cake\libs\controller\controller.php, line 977]
2009-04-25 00:34:19 Debug: Notice (8): Undefined property: stdClass::$alias in [CORE\cake\libs\controller\controller.php, line 977]
2009-04-25 00:35:14 Debug: Notice (8): Undefined property: stdClass::$alias in [CORE\cake\libs\controller\controller.php, line 977]
2009-04-25 00:36:14 Debug: Notice (8): Undefined property: stdClass::$alias in [CORE\cake\libs\controller\controller.php, line 977]
2009-04-25 00:36:20 Debug: Notice (8): Undefined property: stdClass::$alias in [CORE\cake\libs\controller\controller.php, line 977]
2009-04-25 00:37:26 Debug: Notice (8): Undefined property: UsersController::$User in [APP\controllers\users_controller.php, line 84]
2009-04-25 00:39:25 Debug: Notice (8): Undefined property: PeopleController::$Person in [APP\controllers\people_controller.php, line 40]
2009-04-25 00:39:58 Debug: Notice (8): Undefined property: PeopleController::$Person in [APP\controllers\people_controller.php, line 41]
2009-04-25 00:50:11 Debug: Notice (8): Undefined property: PeopleController::$User in [APP\app_controller.php, line 63]
2009-04-25 00:51:01 Debug: Notice (8): Undefined property: PeopleController::$User in [APP\app_controller.php, line 63]
2009-04-25 00:51:35 Debug: Notice (8): Undefined property: PeopleController::$User in [APP\app_controller.php, line 63]
2009-04-25 16:06:21 Debug: Notice (8): Undefined property: AuthComponent::$user in [APP\app_controller.php, line 62]
2009-04-25 16:49:02 Debug: Notice (8): Undefined variable: paginator in [APP\views\people\admin_index.ctp, line 5]
2009-04-26 14:40:48 Debug: Notice (8): Array to string conversion in [CORE\cake\libs\router.php, line 956]
2009-04-26 14:40:48 Debug: Notice (8): Array to string conversion in [CORE\cake\libs\router.php, line 1060]
2009-04-26 14:41:11 Debug: Notice (8): Array to string conversion in [CORE\cake\libs\router.php, line 956]
2009-04-26 14:46:09 Debug: Notice (8): Array to string conversion in [CORE\cake\libs\router.php, line 956]
2009-04-26 15:10:44 Debug: Notice (8): Undefined property: PeopleController::$People in [APP\controllers\people_controller.php, line 52]
2009-04-26 15:24:28 Debug: Notice (8): Undefined offset:  0 in [APP\views\elements\person.ctp, line 8]
2009-04-26 15:25:35 Debug: Notice (8): Undefined variable: selected in [APP\views\elements\person.ctp, line 9]
2009-04-26 15:45:55 Debug: Notice (8): Use of undefined constant validationErrors - assumed 'validationErrors' in [APP\controllers\people_controller.php, line 66]
2009-04-26 15:45:55 Debug: Notice (8): Object of class Person could not be converted to int in [APP\controllers\people_controller.php, line 66]
2009-04-26 16:02:33 Debug: Notice (8): Undefined variable: parent in [APP\views\elements\person.ctp, line 7]
2009-04-26 16:21:45 Debug: Notice (8): Undefined offset:  0 in [APP\views\elements\person.ctp, line 3]
